,State,County,Temperature,Precipitation
2797,Virginia,Botetourt County,55,47.5
2798,Virginia,Brunswick County,59,50.9
2799,Virginia,Buchanan County,54,49.0
2800,Virginia,Buckingham County,58,48.2
2801,Virginia,Campbell County,57,47.7
2802,Virginia,Caroline County,58,51.1
2803,Virginia,Carroll County,53,51.0
2804,Virginia,Charles City County,60,57.4
2805,Virginia,Charlotte County,58,48.0
2806,Virginia,Chesterfield County,59,54.4
2807,Virginia,Clarke County,55,41.4
2808,Virginia,Craig County,54,47.2
2809,Virginia,Culpeper County,57,46.0
2810,Virginia,Cumberland County,58,48.7
2811,Virginia,Dickenson County,54,47.0
2812,Virginia,Dinwiddie County,59,53.4
2813,Virginia,Essex County,58,52.3
2814,Virginia,Fairfax County,58,47.9
2815,Virginia,Fauquier County,56,43.0
2816,Virginia,Floyd County,53,50.3
2817,Virginia,Fluvanna County,58,49.1
2818,Virginia,Franklin County,57,48.2
2819,Virginia,Frederick County,54,40.0
2820,Virginia,Giles County,53,43.3
2821,Virginia,Gloucester County,60,55.3
2822,Virginia,Goochland County,58,50.8
2823,Virginia,Grayson County,51,50.8
2824,Virginia,Greene County,56,48.3
2825,Virginia,Greensville County,60,53.4
2826,Virginia,Halifax County,58,47.2
2827,Virginia,Hanover County,58,52.3
2828,Virginia,Henrico County,59,54.7
2829,Virginia,Henry County,58,48.6
2830,Virginia,Highland County,50,47.5
2831,Virginia,Isle of Wight County,60,58.8
2832,Virginia,James City County,60,56.9
2833,Virginia,King and Queen County,59,53.8
2834,Virginia,King George County,59,47.2
2835,Virginia,King William County,59,53.6
2836,Virginia,Lancaster County,59,53.0
2837,Virginia,Lee County,55,51.9
2838,Virginia,Loudoun County,56,43.4
2839,Virginia,Louisa County,57,50.5
2840,Virginia,Lunenburg County,58,48.8
2841,Virginia,Madison County,56,47.9
2842,Virginia,Mathews County,59,53.6
2843,Virginia,Mecklenburg County,59,50.8
2844,Virginia,Middlesex County,59,54.0
2845,Virginia,Montgomery County,54,45.7
2846,Virginia,Nelson County,56,49.8
2847,Virginia,New Kent County,59,56.0
2848,Virginia,Northampton County,60,48.4
2849,Virginia,Northumberland County,58,52.4
2850,Virginia,Nottoway County,59,48.8
2851,Virginia,Orange County,57,47.0
2852,Virginia,Page County,54,44.0
2853,Virginia,Patrick County,56,54.6
2854,Virginia,Pittsylvania County,58,46.2
2855,Virginia,Powhatan County,58,50.6
2856,Virginia,Prince Edward County,58,47.9
2857,Virginia,Prince George County,60,57.8
2858,Virginia,Prince William County,58,43.2
2859,Virginia,Pulaski County,54,44.8
2860,Virginia,Rappahannock County,55,44.9
2861,Virginia,Richmond County,58,52.3
2862,Virginia,Roanoke County,56,48.0
2863,Virginia,Rockbridge County,55,48.0
2864,Virginia,Rockingham County,54,44.0
2865,Virginia,Russell County,54,45.0
2866,Virginia,Scott County,56,50.3
2867,Virginia,Shenandoah County,55,39.8
2868,Virginia,Smyth County,52,46.5
2869,Virginia,Southampton County,60,56.0
2870,Virginia,Spotsylvania County,57,49.0
2871,Virginia,Stafford County,59,43.3
2872,Virginia,Surry County,60,57.5
2873,Virginia,Sussex County,60,55.7
2874,Virginia,Tazewell County,52,45.5
2875,Virginia,Warren County,55,41.0
2876,Virginia,Washington County,55,46.0
2877,Virginia,Westmoreland County,58,52.0
2878,Virginia,Wise County,53,48.8
2879,Virginia,Wythe County,53,47.1
2880,Virginia,York County,60,55.7
2881,Virginia,Alexandria City,58,51.9
2882,Virginia,Bristol City,56,47.9
2883,Virginia,Buena Vista City,56,47.5
2884,Virginia,Charlottesville City,58,46.9
2885,Virginia,Chesapeake City,60,56.9
2886,Virginia,Colonial Heights City,59,57.4
2887,Virginia,Covington City,55,44.6
2888,Virginia,Danville City,59,43.6
2889,Virginia,Emporia City,60,53.0
2890,Virginia,Fairfax City,57,48.9
2891,Virginia,Falls Church City,57,50.7
2892,Virginia,Franklin City,60,59.1
2893,Virginia,Fredericksburg City,58,45.8
2894,Virginia,Galax City,53,50.6
2895,Virginia,Hampton City,60,53.3
2896,Virginia,Harrisonburg City,55,42.5
2897,Virginia,Hopewell City,60,59.0
2898,Virginia,Lynchburg City,58,48.0
2899,Virginia,Manassas City,58,43.3
2900,Virginia,Manassas Park City,58,44.4
2901,Virginia,Martinsville City,58,47.5
2902,Virginia,Newport News City,61,55.3
2903,Virginia,Norfolk City,61,51.7
2904,Virginia,Norton City,53,48.3
2905,Virginia,Petersburg City,59,57.4
2906,Virginia,Poquoson City,60,53.0
2907,Virginia,Portsmouth City,61,54.5
2908,Virginia,Radford City,54,43.1
2909,Virginia,Richmond City,59,54.3
2910,Virginia,Roanoke City,57,47.1
2911,Virginia,Salem City,57,46.5
2912,Virginia,Staunton City,55,43.2
2913,Virginia,Suffolk City,60,60.8
2914,Virginia,Virginia Beach City,61,51.0
2915,Virginia,Waynesboro City,55,43.7
2916,Virginia,Williamsburg City,60,57.3
2917,Virginia,Winchester City,55,40.7
2918,Washington,Adams County,51,7.0
2919,Washington,Asotin County,50,11.5
2920,Washington,Benton County,54,5.7
2921,Washington,Chelan County,44,35.8
2922,Washington,Clallam County,48,95.2
2923,Washington,Clark County,52,61.0
2924,Washington,Columbia County,49,19.5
2925,Washington,Cowlitz County,50,74.5
2926,Washington,Douglas County,49,8.7
2927,Washington,Ferry County,44,16.9
2928,Washington,Franklin County,53,5.9
2929,Washington,Garfield County,50,14.5
2930,Washington,Grant County,52,5.6
2931,Washington,Grays Harbor County,50,102.2
2932,Washington,Island County,51,27.7
2933,Washington,Jefferson County,46,117.4
2934,Washington,King County,48,74.3
2935,Washington,Kitsap County,52,45.9
2936,Washington,Kittitas County,46,28.2
2937,Washington,Klickitat County,50,17.7
2938,Washington,Lewis County,48,68.8
2939,Washington,Lincoln County,48,8.2
2940,Washington,Mason County,49,98.1
2941,Washington,Okanogan County,44,21.2
2942,Washington,Pacific County,50,85.9
2943,Washington,Pend Oreille County,44,26.6
2944,Washington,Pierce County,47,63.8
2945,Washington,San Juan County,51,28.9
2946,Washington,Skagit County,46,81.7
2947,Washington,Skamania County,46,85.0
2948,Washington,Snohomish County,47,85.3
2949,Washington,Spokane County,49,14.5
2950,Washington,Stevens County,46,17.7
2951,Washington,Thurston County,51,50.3
2952,Washington,Wahkiakum County,51,73.8
2953,Washington,Walla Walla County,54,10.0
2954,Washington,Whatcom County,45,73.9
2955,Washington,Whitman County,51,12.9
2956,Washington,Yakima County,48,22.1
2957,West Virginia,Barbour County,53,44.8
2958,West Virginia,Berkeley County,55,41.7
2959,West Virginia,Boone County,55,48.4
2960,West Virginia,Braxton County,55,45.2
2961,West Virginia,Brooke County,53,42.7
2962,West Virginia,Cabell County,56,46.9
2963,West Virginia,Calhoun County,54,40.5
2964,West Virginia,Clay County,55,45.2
2965,West Virginia,Doddridge County,54,45.4
2966,West Virginia,Fayette County,53,47.4
2967,West Virginia,Gilmer County,55,41.8
2968,West Virginia,Grant County,52,39.4
2969,West Virginia,Greenbrier County,51,47.1
2970,West Virginia,Hampshire County,54,36.8
2971,West Virginia,Hancock County,52,40.0
2972,West Virginia,Hardy County,53,40.1
2973,West Virginia,Harrison County,54,44.0
2974,West Virginia,Jackson County,55,43.1
2975,West Virginia,Jefferson County,55,43.8
2976,West Virginia,Kanawha County,55,45.4
2977,West Virginia,Lewis County,54,45.0
2978,West Virginia,Lincoln County,56,47.0
2979,West Virginia,Logan County,55,48.2
2980,West Virginia,McDowell County,54,45.5
2981,West Virginia,Marion County,53,44.1
2982,West Virginia,Marshall County,52,46.6
2983,West Virginia,Mason County,54,45.0
2984,West Virginia,Mercer County,52,42.0
2985,West Virginia,Mineral County,54,35.7
2986,West Virginia,Mingo County,56,49.2
2987,West Virginia,Monongalia County,53,46.4
2988,West Virginia,Monroe County,53,43.4
2989,West Virginia,Morgan County,54,39.0
2990,West Virginia,Nicholas County,52,47.0
2991,West Virginia,Ohio County,52,44.6
2992,West Virginia,Pendleton County,51,43.7
2993,West Virginia,Pleasants County,54,43.9
2994,West Virginia,Pocahontas County,48,48.6
2995,West Virginia,Preston County,51,49.2
2996,West Virginia,Putnam County,55,41.8
2997,West Virginia,Raleigh County,52,47.0
2998,West Virginia,Randolph County,49,50.9
2999,West Virginia,Ritchie County,54,43.0
3000,West Virginia,Roane County,55,40.9
3001,West Virginia,Summers County,53,42.0
3002,West Virginia,Taylor County,53,43.9
3003,West Virginia,Tucker County,49,49.1
3004,West Virginia,Tyler County,54,45.1
3005,West Virginia,Upshur County,53,48.3
3006,West Virginia,Wayne County,56,50.0
3007,West Virginia,Webster County,51,52.5
3008,West Virginia,Wetzel County,53,46.5
3009,West Virginia,Wirt County,54,41.8
3010,West Virginia,Wood County,55,42.0
3011,West Virginia,Wyoming County,53,46.9
3012,Wisconsin,Adams County,47,30.9
3013,Wisconsin,Ashland County,42,24.7
3014,Wisconsin,Barron County,44,29.1
3015,Wisconsin,Bayfield County,43,24.0
3016,Wisconsin,Brown County,47,32.9
3017,Wisconsin,Buffalo County,47,29.6
3018,Wisconsin,Burnett County,44,24.7
3019,Wisconsin,Calumet County,47,34.5
3020,Wisconsin,Chippewa County,45,31.1
3021,Wisconsin,Clark County,46,33.0
3022,Wisconsin,Columbia County,48,26.0
3023,Wisconsin,Crawford County,48,30.0
3024,Wisconsin,Dane County,48,27.0
3025,Wisconsin,Dodge County,48,27.3
3026,Wisconsin,Door County,46,27.6
3027,Wisconsin,Douglas County,43,25.5
3028,Wisconsin,Dunn County,46,29.3
3029,Wisconsin,Eau Claire County,46,31.0
3030,Wisconsin,Florence County,43,24.4
3031,Wisconsin,Fond du Lac County,48,30.3
3032,Wisconsin,Forest County,42,29.2
3033,Wisconsin,Grant County,48,27.9
3034,Wisconsin,Green County,49,27.8
3035,Wisconsin,Green Lake County,48,29.4
3036,Wisconsin,Iowa County,48,25.0
3037,Wisconsin,Iron County,41,26.9
3038,Wisconsin,Jackson County,47,33.8
3039,Wisconsin,Jefferson County,49,26.7
3040,Wisconsin,Juneau County,47,32.1
3041,Wisconsin,Kenosha County,50,23.3
3042,Wisconsin,Kewaunee County,46,31.3
3043,Wisconsin,La Crosse County,48,36.3
3044,Wisconsin,Lafayette County,48,27.4
3045,Wisconsin,Langlade County,43,33.3
3046,Wisconsin,Lincoln County,43,33.2
3047,Wisconsin,Manitowoc County,47,33.9
3048,Wisconsin,Marathon County,45,36.2
3049,Wisconsin,Marinette County,45,26.5
3050,Wisconsin,Marquette County,47,28.3
3051,Wisconsin,Menominee County,45,31.7
3052,Wisconsin,Milwaukee County,50,25.4
3053,Wisconsin,Monroe County,46,33.1
3054,Wisconsin,Oconto County,45,29.9
3055,Wisconsin,Oneida County,42,30.9
3056,Wisconsin,Outagamie County,47,34.0
3057,Wisconsin,Ozaukee County,48,26.8
3058,Wisconsin,Pepin County,47,27.0
3059,Wisconsin,Pierce County,46,25.7
3060,Wisconsin,Polk County,45,26.0
3061,Wisconsin,Portage County,46,36.3
3062,Wisconsin,Price County,42,27.1
3063,Wisconsin,Racine County,50,24.0
3064,Wisconsin,Richland County,47,28.3
3065,Wisconsin,Rock County,49,27.7
3066,Wisconsin,Rusk County,44,30.5
3067,Wisconsin,St. Croix County,46,27.7
3068,Wisconsin,Sauk County,47,27.0
3069,Wisconsin,Sawyer County,43,27.7
3070,Wisconsin,Shawano County,46,33.9
3071,Wisconsin,Sheboygan County,48,30.1
3072,Wisconsin,Taylor County,44,32.0
3073,Wisconsin,Trempealeau County,47,32.0
3074,Wisconsin,Vernon County,47,32.2
3075,Wisconsin,Vilas County,41,29.1
3076,Wisconsin,Walworth County,49,26.1
3077,Wisconsin,Washburn County,43,27.5
3078,Wisconsin,Washington County,47,27.5
3079,Wisconsin,Waukesha County,49,26.8
3080,Wisconsin,Waupaca County,47,35.3
3081,Wisconsin,Waushara County,47,31.5
3082,Wisconsin,Winnebago County,48,34.1
3083,Wisconsin,Wood County,46,36.5
3084,Wyoming,Albany County,41,13.0
3085,Wyoming,Big Horn County,44,10.0
3086,Wyoming,Campbell County,46,9.8
3087,Wyoming,Carbon County,42,14.6
3088,Wyoming,Converse County,45,12.3
3089,Wyoming,Crook County,46,11.3
3090,Wyoming,Fremont County,42,14.2
3091,Wyoming,Goshen County,48,11.5
3092,Wyoming,Hot Springs County,44,12.6
3093,Wyoming,Johnson County,45,11.0
3094,Wyoming,Laramie County,46,13.9
3095,Wyoming,Lincoln County,39,19.0
3096,Wyoming,Natrona County,44,11.9
3097,Wyoming,Niobrara County,47,14.6
3098,Wyoming,Park County,40,17.6
3099,Wyoming,Platte County,47,11.5
3100,Wyoming,Sheridan County,44,13.5
3101,Wyoming,Sublette County,37,16.1
3102,Wyoming,Sweetwater County,42,9.2
3103,Wyoming,Teton County,36,30.0
3104,Wyoming,Uinta County,41,11.8
3105,Wyoming,Washakie County,45,10.7
3106,Wyoming,Weston County,46,12.9
3107,Alaska,Aleutians East Borough,39,49.9
3108,Alaska,Aleutians West Census Area,40,60.1
3109,Alaska,Anchorage Municipality,31,67.0
3110,Alaska,Bethel Census Area,31,24.3
3111,Alaska,Bristol Bay Borough,35,23.4
3112,Alaska,Denali Borough,26,23.0
3113,Alaska,Dillingham Census Area,34,38.6
3114,Alaska,Fairbanks North Star Borough,27,17.5
3115,Alaska,Haines Borough,33,115.3
3116,Alaska,Hoonah-Angoon Census Area,37,173.0
3117,Alaska,Juneau City and Borough,34,210.4
3118,Alaska,Kenai Peninsula Borough,33,56.3
3119,Alaska,Ketchikan Gateway Borough,40,202.0
3120,Alaska,Kodiak Island Borough,38,70.4
3121,Alaska,Kusilvak Census Area,30,25.5
3122,Alaska,Lake and Peninsula Borough,35,38.0
3123,Alaska,Matanuska-Susitna Borough,28,33.5
3124,Alaska,Nome Census Area,25,23.0
3125,Alaska,North Slope Borough,15,13.8
3126,Alaska,Northwest Arctic Borough,22,21.2
3127,Alaska,Petersburg Borough,36,217.4
3128,Alaska,Prince of Wales-Hyder Census Area,42,141.9
3129,Alaska,Sitka City and Borough,40,182.9
3130,Alaska,Skagway Municipality,30,100.1
3131,Alaska,Southeast Fairbanks Census Area,24,19.0
3132,Alaska,Valdez-Cordova Census Area,26,73.5
3133,Alaska,Wrangell City and Borough,39,173.9
3134,Alaska,Yakutat City and Borough,32,200.4
3135,Alaska,Yukon-Koyukuk Census Area,25,17.0
